"[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 64 48 44 49 38 48 14 16
 23 23 16  5 13 19 17 19 53 36 35 33 31 50 13 15 21 21 13  4 12 14 15 16
 72 42 36 35 34 66 16 18 24 26 17  5 15 20 20 23 41 26 20 19 18 37  8 10
 13 15  9  3  9 11 12 13 38 26 25 26 24 56 11 12 16 17 12  4 11 14 15 15
  4  4  4  4  3  3  3  4  6 10  7  1  2  2  3  2  5  5  5  6  5  5  4  5
  8 13  7  1  5  7 11 10  9  9 11  9  8  8  6  6  8 11  7  2  9 15 17 15
 10 12 14 10 10 10 10 10 12 16 11  2  8 16 18 14  5  6  7  5  6  6  7  7
  7 10  6  1  6  9 10  8 14 15 15 12 17 14 13 17 21 27 16  3 12 17 18 18
  8  7  7  6  7  6  8  8 12 14  9  2 10 17 14 12  9  9 11  9 11 10 14 17
 19 24 16  2 10 14 16 13  8  8 10  8 12  9  9  9 14 16 12  2  7 10 10 10
 14 16 17 13 16 12 11 12 19 24 18  2 13 19 17 16  7  9 12  9 13  9  9  7
  8 11  7  2  9 10 16 12 11 12 17 15 17 14 18 16 17 25 15  3 13 13 17 16
  9 10 14 12 17 11 11  9 12 15  9  2 10 11 14 13 10 11 15 13 16 13 13 11
 17 21 14  3 12 15 19 20  8 10 12 12 15 11 10  8 12 15 10  2  9 11 15 18
 10 15 15 15 15 13 15 15 11 20 13  2 10 12 14 16  5  7  7  6  6  6  8  8
  6 10  6  1  5  6  9 12 11 14 14 14 16 12 17 18 11 19 15  3 14 13 18 19
  9 12 13 13 14 11 15 16 10 18 12  2 12 10 15 15  9 11 13 13 13 10 13 15
 10 18 14  3 12 12 15 16 10 11 16 12 10 11 10 10 14 21 14  2 12 11 13 13
 10 12 16 12  9 10  8  8 13 18 11  2  9  9 11 13  9  9 11 11  8 10  9  8
 11 15 11  2  9  9 18 17 11 13 15 14 10 13 10 10 14 18 15  2 10 11 18 19
  5  6  7  7  5  6  5  5  6  9  7  1  5  6 13 12  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]"
"[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 64 47 44 49 38 48 15 16
 23 23 16  6 13 19 17 19 53 36 36 33 31 50 13 14 22 21 13  4 11 14 15 16
 73 42 36 36 34 65 16 17 25 26 18  5 15 20 20 23 41 26 20 19 18 37  9 10
 13 15  9  3  8 11 12 13 39 25 25 25 25 56 12 12 16 17 12  4 11 13 16 15
  4  4  4  4  3  4  2  3  5 10  7  1  2  2  3  3  5  4  5  6  5  5  4  5
  8 13  8  1  5  8 11 10  9  9 11  9  8  8  5  7  7 10  7  2  8 14 16 15
 12 12 14 11 12 10  9 10 12 16 11  2  8 16 19 13  5  6  7  5  7  5  8  7
  9  9  6  1  5  9 10  8 14 15 15 12 17 14 13 17 21 27 16  3 12 17 17 18
  6  6  6  6 10  6  7  8 11 15 11  1  9 18 15 12  9  9 11  8 11 10 14 16
 20 24 15  2  9 13 12 12  8  8  9  8 13 10  8 11 14 18 12  2  7 10 11 10
