2022-04-04 13-38-20,"[  1   0   0   0   0   3   0   0   5   1   0   0   0   0   0   0 875 123
  87  89  73  52  54  48  60  72  46  14  36  44  54  48  62  24  24  37
  28  27  56  40  45  70  19   2  17  18  22  22  58  42  40  39  33  23
  28  24  28  50  28   3  31  37  46  54  19  23  24  30  26  17  33  20
  19  29  15   1  20  19  29  42  25  21  22  28  20  16  25  23  19  28
  19   2  24  23  36  29   7   8  13  17  10   8   8   9  18  46  14   0
   3   6  12   5  16  19  18  18  15  11  18  25  38  51  35   2  23  27
  52  38  42  46  38  42  33  18  21  25  28  37  27   4  29  43  67  42
  56  68  56  54  46  27  39  59  59  70  51   5  35  45  79  43  33  55
  30  33  28  16  24  31  31  38  26   2  20  27  43  24  49  58  58  44
  58  43  49  59  72  87  74   5  38  53  62  39  19  20  22  18  20  14
  20  21  31  38  44   1  25  47  45  25  40  48  63  42  45  30  54  53
  69  80  74   4  30  45  50  34  19  24  28  28  37  15  23  19  28  34
  36   1  16  33  28  19  49  64  56  52  59  29  38  36  55  63  62   5
  37  60  60  39  24  24  52  34  54  27  47  23  29  37  25   3  30  38
  56  33  36  39  75  62  76  48  82  44  58  74  51   5  49  50  66  48
  25  27  57  45  62  43  55  30  44  47  31   3  43  39  51  35  28  31
  58  43  54  51  62  41  65  68  53   5  44  52  76  68  21  24  54  39
  54  33  39  27  39  43  31   3  29  32  48  52  31  45  53  61  65  54
  50  47  43  72  46   6  29  35  43  51  12  25  26  23  22  20  26  30
  21  36  22   2  16  18  24  36  27  42  47  50  51  44  56  70  46  76
  54   4  46  36  55  59  26  38  46  52  48  46  60  74  45  76  51   4
  47  34  53  50  30  40  46  50  44  42  47  59  44  73  55   4  43  35
  53  48  30  32  46  53  36  37  36  49  55  81  47   3  41  36  49  35
  40  37  57  56  36  32  33  45  52  76  47   4  36  36  51  37  26  25
  34  41  31  38  34  45  42  61  40   4  36  39  70  45  43  34  46  55
  39  45  40  52  51  70  56   4  46  46  66  47  15  12  17  22  16  16
  15  21  21  31  22   1  22  24  41  24   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0]",1
2022-04-04 13-38-30,"[ 0  0  0  0  0  0  0  0  0  4  0  0  0  0  0  0 65 19 19 22 17 17 19 18
 22 34 18  1 15 21 21 23 20 21 23 29 28 30 55 40 46 66 19  2 17 18 23 23
 42 42 40 39 33 23 28 24 28 50 28  3 31 36 46 54 20 23 24 30 26 17 36 27
 23 33 15  1 23 22 29 42 25 21 22 28 20 16 25 19 19 28 19  1 25 21 36 29
  7  6  9 12  5  6  6 11 13 28 14  0  3  5 10  5 16 20 18 18 16 12 18 25
 38 59 35  2 23 28 50 38 45 46 42 42 33 18 21 25 28 37 27  3 29 43 67 46
 56 68 61 54 46 27 39 59 59 70 51  5 35 45 79 43 33 55 30 33 28 16 24 31
 31 38 26  2 20 27 43 27 49 58 60 44 61 43 49 60 75 97 74  5 38 55 62 45
 16 20 22 18 21 15 26 21 32 49 44  1 25 52 47 35 40 48 65 42 45 30 59 58
 74 95 74  5 30 47 50 36 19 25 39 27 36 27 21 23 28 42 36  2 19 37 29 23
 49 64 56 52 59 29 44 37 58 79 62  5 40 67 60 49 24 25 52 34 56 27 47 23
 29 40 25  3 30 38 56 36 36 38 75 62 76 51 82 48 58 87 52  6 49 50 66 49
 30 28 57 45 62 43 55 30 44 51 31  4 43 39 51 35 28 33 58 43 54 51 62 41
 65 74 53  5 44 55 76 68 23 27 54 40 54 33 39 27 39 46 36  3 29 38 48 52
 31 45 53 67 65 54 50 47 43 72 54  4 34 40 44 51 12 20 22 23 22 20 26 26
 21 36 22  2 19 18 24 34 28 42 47 53 51 44 56 70 46 76 54  4 50 40 55 54
 26 38 46 52 48 46 60 74 45 76 55  5 49 36 57 50 30 40 46 53 44 42 50 59
 44 73 55  4 50 39 53 48 30 32 46 53 36 35 38 49 56 81 47  3 41 37 49 36
 40 37 57 56 36 32 33 45 55 76 48  4 36 38 53 43 26 25 34 41 31 38 34 45
 43 61 40  4 36 43 70 48 43 34 46 55 39 45 42 52 51 70 56  7 46 48 66 47
 19 12 18 28 20 17 18 21 20 31 22  1 22 26 41 24  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0]",1
2022-04-04 13-39-00,"[  0   0   0   0   0   1   0   0   0   0   5   0   1   7   0   0  46  17
  16  18  17  13  19  15  23  32  14   1  14  21  18  22  31  22  30  29
  28  26  55  43  48  66  19   3  19  18  25  26  46  42  40  39  33  23
  28  24  28  50  28   4  33  36  46  54  23  23  24  30  26  17  33  20
  19  29  15   1  21  19  29  42  25  21  23  28  20  16  25  19  19  28
  19   2  29  26  36  29   6   6  12   8   5   4   8   9  15  25  17   0
   5   4   6   5  17  19  18  18  15  11  18  25  38  51  35   2  23  27
  47  41  47  46  47  42  33  18  21  25  28  37  27   3  29  43  67  62
  56  68  64  54  46  27  39  59  59  70  51   5  35  45  79  49  33  55
  30  33  28  18  26  31  31  38  26   2  20  30  43  37  51  65  58  44
  62  43  49  64  84 104  74   6  38  57  62  46  16  29  22  18  22  14
  19  21  31  42  44   3  25  56  45  29  42  48  63  42  45  30  54  69
  77  92  74   4  30  57  50  34  26  24  27  32  42  18  24  26  37  46
  36   2  16  43  38  29  49  64  56  52  62  29  38  41  57  89  62   6
  37  61  64  43  24  24  52  34  54  27  47  26  29  37  25   2  30  38
  56  38  36  38  75  62  76  48  82  64  63  84  52   7  49  50  69  54
  32  27  57  45  62  44  55  37  47  49  34   4  43  39  51  37  28  31
  58  43  54  51  66  47  70  71  58   5  44  61  76  73  21  24  54  39
  54  33  39  33  43  43  31   4  29  37  48  55  31  45  53  61  65  54
  53  48  43  72  46   6  29  35  48  55  12  31  22  25  23  20  43  30
  21  36  23   3  19  19  33  34  27  42  47  50  51  44  56  70  46  76
  54   5  46  36  57  54  26  38  46  52  48  46  60  74  45  76  51   4
  47  36  59  50  30  40  46  50  44  42  47  59  44  73  55   4  47  37
  54  51  33  34  46  53  37  35  36  51  54  81  47   4  48  35  49  39
  45  37  57  56  37  32  33  45  49  76  47   4  43  33  51  43  26  29
  34  41  31  38  34  45  42  61  40   4  40  39  70  57  43  34  46  55
  39  45  40  52  50  70  56   5  47  46  66  52  15  19  17  22  19  16
  15  21  20  31  23   1  25  22  41  30   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0]",1
2022-04-04 13-39-30,"[  0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0  37  17
  16  18  17  13  19  17  21  32  15   0  13  21  18  20  27  22  24  33
  28  42  55  48  48  66  24   3  17  27  27  32  46  42  40  39  33  23
  28  24  28  50  28   3  31  36  46  54  21  23  24  30  26  20  40  20
  26  34  17   2  20  23  29  42  25  21  25  28  20  16  28  19  19  28
  19   4  24  21  36  29   6   6  12  10   7   3   6   9  16  27  17   0
   6   8   9   7  16  19  19  18  15  11  21  25  42  51  37   2  24  27
  47  40  45  46  49  42  33  18  23  25  28  37  27   3  29  43  67  58
  56  68  72  58  46  27  43  59  59  70  51   5  35  47  79  49  33  55
  37  33  28  17  26  31  31  38  26   4  21  32  43  26  49  66  58  46
  63  43  49  65  90 107  74   5  38  58  64  47  16  20  22  19  20  14
  19  21  41  44  44   3  25  52  45  26  42  49  63  42  50  30  54  70
  85  91  74   4  30  49  58  38  20  29  27  32  43  15  23  27  42  45
  36   2  18  40  41  33  49  64  56  52  61  31  42  43  73  81  62   5
  37  66  65  49  25  24  52  34  54  27  47  29  31  38  25   3  30  38
  56  33  40  41  75  62  76  48  82  67  65  85  63   7  49  55  69  55
  28  28  57  49  62  44  55  40  49  52  34   5  43  42  51  36  31  34
  58  43  54  51  62  51  73  72  63   6  44  62  82  71  22  36  54  41
  54  34  43  38  41  46  35   5  29  41  51  58  31  53  53  63  65  54
  55  48  44  72  48   5  34  36  49  55  12  27  24  25  27  20  32  31
  24  39  28   2  20  22  38  39  27  48  47  50  51  44  59  70  46  76
  54   5  52  36  57  54  27  45  46  52  50  46  61  74  52  76  54   5
  62  34  59  50  30  40  46  50  44  42  47  59  47  73  55   4  53  36
  55  51  36  41  46  53  40  35  36  52  57  81  49   4  51  38  52  45
  43  41  57  56  40  32  36  45  49  76  47   4  39  38  52  42  26  29
  34  41  33  38  37  45  43  61  40   3  40  39  70  57  45  42  46  55
  41  45  41  52  50  70  58   5  48  46  66  53  19  20  17  22  20  16
  15  29  24  33  22   2  26  22  41  33   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0]",1
2022-04-04 13-39-40,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   0  36  21
  16  18  17  17  19  16  25  32  18   0  15  22  18  22  27  23  24  32
  28  32  55  51  47  66  23   3  20  24  25  28  53  42  40  39  33  25
  36  24  28  50  28   3  34  43  47  54  19  23  24  30  26  18  40  25
  24  32  17   2  24  19  29  42  25  21  22  28  20  20  29  19  19  28
  19   1  27  24  36  29   9   9  12  16   5   5   5   7  14  24  19   0
   3  11  10   5  16  19  18  18  15  11  18  27  38  51  35   2  23  29
  47  49  43  46  52  42  33  24  21  27  28  37  27   4  29  43  67  58
  56  68  69  54  46  27  43  59  59  70  54   5  35  45  79  48  33  55
  30  33  28  16  24  31  31  38  26   2  20  32  43  27  50  69  58  45
  61  43  49  68  92 109  74   6  38  60  64  48  16  21  22  18  21  14
  19  24  33  43  44   2  25  56  50  31  41  52  63  50  51  39  54  73
  86  94  74   6  30  49  55  36  22  28  27  34  45  18  27  29  39  52
  36   4  20  42  44  31  49  64  56  52  60  30  40  45  72  80  62   6
  37  67  67  46  26  24  52  34  54  28  47  29  30  41  26   4  30  38
  56  38  41  46  75  62  76  49  82  68  66  87  57   6  49  54  68  52
  29  31  57  45  64  43  87  39  45  51  35   4  43  43  51  35  30  36
  58  43  54  51  65  58  72  72  67   6  44  62  79  70  23  29  54  39
  54  33  39  32  40  43  32   3  29  40  49  53  32  58  53  61  66  54
  54  50  44  72  46   4  36  44  55  63  14  28  23  25  27  20  32  27
  24  40  27   2  23  20  34  36  27  45  47  50  51  44  56  70  52  76
  54   5  53  36  62  54  26  42  46  52  48  46  61  74  45  76  51   4
  56  34  59  50  30  45  46  50  45  42  48  59  46  73  55   4  51  47
  55  52  37  39  46  53  39  35  36  49  54  83  55   5  52  36  52  47
  40  39  57  56  36  32  33  45  50  76  47   4  40  36  52  43  29  29
  34  41  33  38  36  45  43  61  42   4  40  40  71  58  52  50  46  55
  39  45  41  52  51  70  56   5  48  46  66  54  18  17  17  22  20  16
  17  21  21  31  24   1  27  22  41  29   0   0   2   0   0   0   0   0
   0   5   0   0   0   0   0   1]",1
2022-04-04 13-40-00,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  33  20
  16  18  17  13  19  16  21  32  14   0  13  21  18  20  28  24  29  33
  28  33  58  58  47  66  25   3  21  26  25  24  46  42  40  39  33  23
  28  24  28  50  28   4  32  37  46  54  19  23  24  30  26  19  44  30
  24  29  19   1  24  22  29  42  25  21  25  28  20  16  25  21  19  28
  19   1  26  26  36  29  11   6  10  12   9   7   8  10  15  25  20   0
   7   6   9   9  16  19  26  20  15  12  19  26  41  51  35   2  23  27
  47  40  43  46  49  42  33  21  22  25  28  37  27   3  29  43  67  60
  64  68  60  54  46  34  43  59  60  70  51   5  35  47  79  49  33  55
  34  33  28  17  24  31  31  39  26   4  20  27  43  31  49  65  58  46
  62  43  49  65  92 109  74   6  38  60  65  46  17  25  22  21  22  15
  19  22  31  48  44   3  25  52  49  28  43  48  63  44  49  32  54  68
  88  97  74   5  30  55  50  39  24  27  27  38  49  20  27  24  40  56
  40   3  16  42  42  32  52  64  56  52  61  31  43  38  69  80  62   6
  37  64  75  48  24  25  52  34  55  27  47  27  31  39  26   2  30  38
  56  34  38  42  75  62  76  51  84  69  68  82  59   8  49  51  68  53
  25  32  57  48  62  45  55  36  51  54  37   4  43  42  51  37  29  35
  58  44  55  52  62  51  74  75  61   6  44  62  80  68  23  28  54  40
  54  37  41  27  43  43  32   6  29  41  59  55  31  49  53  62  65  54
  59  48  43  72  47   5  34  37  52  56  12  24  22  25  27  20  29  27
  24  38  30   2  24  18  26  39  27  44  47  50  51  44  60  70  46  76
  54   5  53  36  58  54  27  43  46  52  50  46  60  74  46  76  51   4
  55  34  57  50  33  44  46  50  44  42  47  59  45  73  55   4  49  39
  61  49  34  35  46  53  40  35  38  51  58  83  51   4  53  40  53  45
  44  42  57  56  36  32  36  46  49  76  47   4  40  33  59  38  30  29
  34  41  32  38  42  45  46  61  40   3  40  40  70  58  45  42  46  55
  43  45  40  52  50  70  70   4  48  46  66  61  22  16  18  22  24  16
  15  25  20  35  22   1  28  25  42  32   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0]",1
2022-04-04 13-40-10,"[  1   0   0   0   0   1   0   0   0   0   0   0   0   0   2   0  39  23
  16  18  17  13  19  17  22  32  14   0  16  21  18  20  26  27  24  39
  28  30  59  55  46  72  24   3  21  25  25  28  46  48  40  39  33  23
  28  26  28  50  28   3  33  43  46  55  21  23  24  30  26  19  42  26
  23  32  16   1  23  24  30  42  25  21  22  28  20  16  25  19  19  28
  19   1  33  21  36  36   8   8  14  12   7   5   5  12  17  26  19   0
   5  11   9   9  23  19  20  21  23  12  23  27  41  51  35   2  24  29
  47  50  48  46  51  42  33  18  21  25  35  43  27   3  31  43  67  60
  56  68  70  54  46  29  44  59  61  70  51   5  35  49  79  51  33  55
  39  33  28  16  24  33  31  42  26   2  20  27  43  31  51  69  58  46
  63  43  49  65  92 111  74   6  38  58  72  51  21  21  22  21  20  14
  19  21  31  48  44   2  25  53  49  30  43  50  63  42  47  32  58  70
  92  98  74   6  30  57  60  34  24  26  28  34  43  20  27  28  42  49
  36   3  16  42  41  31  55  65  56  52  63  31  38  46  71  73  62   5
  37  69  63  44  24  27  52  34  54  27  47  27  35  42  28   3  30  38
  56  34  36  40  75  62  76  51  82  72  66  82  52  10  49  53  67  52
  27  30  57  45  62  44  55  39  49  51  35   4  43  44  51  38  31  33
  58  43  54  53  62  49  69  71  53   5  44  62  84  70  32  32  54  39
  58  34  39  30  44  46  34   3  29  41  53  54  31  53  53  62  67  54
  57  50  44  72  46   7  32  41  50  58  14  26  26  28  29  20  28  26
  28  39  24   1  20  21  35  38  27  46  47  50  51  44  57  70  47  76
  54   5  53  36  59  54  27  46  46  52  48  46  62  74  47  76  51   5
  58  34  58  53  38  48  46  50  44  42  49  59  47  73  55   5  52  39
  56  52  38  42  46  53  41  36  38  52  64  83  56   5  48  41  49  46
  47  44  57  56  42  32  35  47  51  76  49   5  40  37  51  43  29  30
  34  41  33  38  36  45  42  61  43   4  41  41  70  61  49  44  46  55
  41  45  40  52  51  70  58   5  54  46  67  53  15  17  18  22  19  16
  19  21  22  31  23   2  27  24  41  32   0   0   0   0   0   4   0   0
   0   0   0   0   0   0   0   0]",1
2022-04-04 13-40-40,"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  40  22
  16  19  17  13  19  20  23  32  14   1  13  21  18  20  28  28  26  34
  28  27  59  56  50  68  25   4  21  23  22  29  45  46  40  39  33  23
  28  24  28  50  28   4  33  39  46  54  21  23  24  30  26  18  47  24
  26  32  15   1  22  29  29  43  25  21  25  28  20  16  25  20  19  28
  19   1  27  26  36  32  11   9  12  13   5   4   8   7  16  29  17   0
   5   6   8  10  16  19  20  18  15  13  20  25  40  51  35   2  25  31
  47  48  45  46  48  42  33  19  21  25  30  37  27   3  29  46  67  60
  56  68  75  54  46  29  45  60  59  73  51   6  35  53  79  53  33  55
  36  33  28  18  26  31  31  38  26   3  20  32  43  30  51  76  58  53
  65  43  49  67  89 110  74   6  38  60  65  48  18  24  22  18  20  19
  21  27  33  47  44   4  25  47  50  30  45  50  63  44  51  33  54  71
  89  99  74   4  30  49  52  41  26  31  37  35  45  23  27  25  40  43
  38   3  16  42  41  31  53  64  56  52  59  30  40  43  72  78  62   6
  37  62  67  47  24  25  52  34  54  28  47  30  32  40  26   3  30  38
  56  33  40  43  75  62  76  50  83  73  66  84  60   7  49  54  71  53
  27  32  57  52  66  43  55  41  48  48  36   3  43  42  51  38  31  35
  58  43  54  51  63  51  74  74  62   7  44  62  83  70  21  33  54  39
  54  33  39  29  44  43  33   3  29  41  52  56  31  47  53  63  69  54
  57  48  43  72  54   5  35  39  52  57  14  26  24  26  27  20  32  30
  27  39  30   2  20  20  32  36  27  48  47  50  51  44  58  70  54  81
  54   4  48  36  58  54  27  42  46  52  49  46  60  74  47  76  53   4
  56  36  58  50  31  40  46  50  44  42  51  59  48  76  57   4  48  38
  60  52  36  42  52  53  39  35  40  54  58  84  51   5  53  40  53  46
  45  43  57  56  39  32  33  47  54  76  52   3  40  35  51  41  29  33
  34  41  32  38  38  45  42  61  42   3  40  39  70  60  48  44  46  55
  42  45  41  52  51  70  56   5  49  46  66  57  18  21  21  22  17  16
  16  21  26  31  23   4  26  24  41  30   0   0   0   0   0   0   0   0
   0   0   0   2   0   0   0   0]",1
2022-04-04 13-41-10,"[  0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0  33  21
  16  18  17  13  19  17  22  32  14   1  13  21  18  20  26  25  31  36
  28  34  61  60  43  66  24   2  21  25  27  30  53  45  40  39  33  24
  28  26  31  50  28   3  31  38  46  54  20  23  29  30  26  20  43  28
  23  32  17   2  23  25  29  42  26  21  24  28  20  16  25  24  19  32
  19   2  24  31  36  31  10   7  16  14   8   6   7  11  16  29  19   0
   6   9   8  10  19  23  18  21  16  11  21  25  47  51  35   2  23  29
  47  51  48  46  49  42  34  19  21  29  29  38  27   4  29  43  67  64
  60  68  65  54  46  28  47  59  61  71  51   5  35  50  79  54  33  55
  34  33  28  18  25  31  32  38  26   2  22  30  43  28  54  71  58  49
  65  43  49  65  92 110  74   7  38  59  70  41  20  21  22  27  25  16
  19  23  31  48  44   2  25  52  53  31  45  51  63  45  51  32  54  70
  94 100  74   7  30  51  54  45  22  29  27  39  45  18  26  29  41  48
  36   3  16  40  41  34  55  64  56  52  62  29  38  44  74  81  62   6
  37  69  66  48  27  27  53  34  55  28  47  29  32  39  27   4  30  38
  56  35  43  40  79  63  76  54  84  67  70  88  59   5  49  55  72  64
  26  31  57  45  63  44  55  41  49  53  37   4  43  44  54  40  33  36
  58  44  55  55  62  43  75  77  61   6  44  61  79  80  21  24  54  39
  57  33  40  34  49  49  34   3  29  42  53  57  31  53  53  64  67  54
  55  50  45  72  55   5  38  39  49  56  13  30  22  26  22  21  36  31
  21  36  31   2  23  22  30  34  33  45  47  50  52  44  59  70  47  78
  55   5  53  38  59  54  27  43  46  52  53  46  61  74  45  76  54   5
  54  35  58  50  30  41  46  50  46  42  50  59  44  73  57   5  51  39
  57  51  37  41  48  53  42  35  38  54  59  84  51   4  51  38  52  46
  47  40  57  56  36  32  33  45  53  76  47   4  42  35  51  42  29  28
  34  41  35  38  36  45  42  61  42   3  40  41  71  59  48  43  46  55
  40  45  43  52  50  70  56   5  53  46  66  64  15  19  20  22  16  16
  16  23  24  31  23   2  25  22  43  32   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0]",1
2022-04-04 13-41-20,"[  0   0   0   0   0   0   1   0   0   0   0   1   0   6   0   0  37  19
  16  18  17  13  19  25  20  32  14   0  13  21  18  21  29  27  24  35
  28  33  57  55  49  66  25   2  21  24  26  28  53  52  40  40  33  24
  28  27  31  50  28   3  36  41  46  54  21  23  24  30  26  20  43  24
  24  33  16   3  22  21  29  42  29  21  33  28  20  16  25  23  19  28
  19   1  25  26  36  29   9   7  17  12  11   6  13  13  17  36  22   0
  11  17   9   8  17  19  20  19  17  11  19  28  41  51  35   2  24  31
  47  51  47  48  45  42  33  18  21  29  29  38  28   3  29  46  67  63
  56  68  70  54  46  28  46  59  59  73  51   6  35  50  79  56  34  55
  39  34  29  16  28  31  31  38  26   3  20  32  43  34  52  75  58  48
  63  43  49  66  94 110  74   6  38  61  62  46  18  21  22  19  22  14
  21  23  33  45  44   1  25  54  59  28  42  52  63  44  52  32  54  71
  85  95  74   5  30  52  53  41  25  30  30  35  44  22  24  26  41  50
  37   4  21  39  41  35  63  64  56  56  66  33  40  45  72  77  62   5
  37  63  70  49  26  27  55  34  56  28  47  35  39  37  25   3  30  38
  56  33  45  39  76  62  76  49  82  69  67  87  61   6  49  54  70  53
  27  31  57  45  62  48  55  41  50  52  35   4  43  42  59  42  32  33
  58  43  54  51  62  48  70  72  60   5  44  63  81  72  24  28  54  39
  54  33  39  33  46  46  34   4  29  42  57  59  31  55  53  71  69  54
  57  51  48  72  51   6  39  37  49  60  13  27  24  26  26  20  33  29
  23  41  28   2  22  21  35  38  27  47  47  50  51  44  65  70  47  80
  56   5  53  36  56  54  26  45  46  52  49  46  60  74  45  79  52   6
  55  36  57  50  32  44  46  50  44  42  48  59  48  73  55   5  50  37
  55  51  36  41  46  53  50  39  42  50  59  88  54   5  56  37  59  47
  51  42  57  56  39  32  33  46  50  76  48   5  42  38  52  43  29  29
  34  41  35  38  38  45  45  61  42   4  41  42  70  61  43  51  46  55
  46  45  42  52  53  70  59   5  48  46  68  56  19  16  18  22  18  16
  17  25  21  32  23   1  27  22  43  35   0   0   1   2   0   0   0   0
   2   1   0   0   0   0   0   0]",1
