"[  0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0 212 184
 147 176 151  58  42  53  54  43  48  11  50  48 106 110 135 128 112 125
 146  50  30  46  48  50  33   8  40  37  87  86 262 176 162 202 179  81
  56  73  69  66  68  14  80  62 149 155 141 101 124 102  98  43  34  54
  40  44  41   9  42  31  79  89 140 116 134 108 104  60  36  53  45  38
  42   6  52  45 111 120  25  10  15  16  17   9   4   7   8   8  10   0
  11   9  25  32  20  19  23  22  21  16  18  29  37  23  33   1  29  33
  83 105  42  46  50  50  48  30  26  37  34  28  39   4  40  57 136 174
  45  41  51  44  41  32  37  56  42  37  60   4  31  40  93 101  23  28
  29  25  22  18  15  21  22  16  21   1  21  26  72  77  48  54  61  59
  61  52  54  73  99  59  76   7  61  60 147 175  27  29  36  33  33  26
  31  40  56  39  52   3  44  57 141 140  34  32  42  36  37  30  44  64
  75  68  58   4  38  42 101 111  45  50  55  50  53  38  35  41  53  38
  38   5  35  37  96  99  67  69  75  69  61  48  46  56  82  67  59   6
  54  52 151 161  46  37  55  39  37  27  28  39  36  26  29   3  35  37
 139 118  65  44  68  56  55  45  53  82  69  43  44   5  42  51 140 141
  37  32  58  62  49  36  32  37  39  26  30   3  29  39  99  95  55  53
  73  63  58  48  49  54  68  45  53   6  53  79 179 198  43  39  68  57
  68  35  34  40  47  35  37   5  37  58 126 147  35  40  62  49  53  43
  62  55  42  46  62   5  47  56 131 135  22  32  39  29  32  26  35  39
  26  30  41   2  27  32  87  95  41  50  64  53  61  44  55  85  54  65
  77   6  63  58 165 150  28  35  53  48  45  34  42  70  34  40  49   4
  41  40 119 103  40  46  66  52  50  43  50  77  45  51  65   5  58  53
 139 141  46  44  60  59  55  43  45  62  65  57  45   5  44  42 108 108
  35  39  59  39  35  31  27  39  48  47  41   3  35  31  74  73  34  39
  55  46  43  50  36  50  49  43  53   5  57  47 134 135  56  58  72  58
  50  55  39  52  59  47  57   6  55  49 138 132  28  30  42  32  30  31
  23  31  40  31  34   2  34  32 108 107   0   0   0   0   0   0   0   1
   0   0   0   0   0   0   0   0]"
"[  5   0   0   1   0   0   0   0   0   0   0   0   0   5   0   0 218 184
 154 180 151  61  40  48  46  42  47  11  48  45 107 107 134 128 118 130
 146  62  33  46  46  41  39   9  40  34  90  92 265 178 164 204 182  84
  55  84  77  66  70  14  81  63 139 155 141 100 130 112  95  45  30  46
  41  37  37   8  40  33  82  86 145 119 137 108 108  60  34  56  39  38
  30   7  41  43 116 125  20  18  20  17  15   9   4   7   8  10   7   0
  11   9  25  32  18  21  23  22  23  15  18  29  36  23  33   1  29  33
  83 105  44  45  50  50  48  30  26  37  35  32  39   4  39  57 136 181
  40  49  51  44  40  29  37  55  46  37  60   3  30  40  93 101  25  26
  29  27  24  18  18  21  22  16  21   1  21  26  70  77  46  51  61  58
  59  52  54  72  98  59  76   6  60  59 151 175  30  27  36  32  36  33
  31  45  55  39  56   3  44  57 136 140  30  32  42  36  35  30  44  61
  75  68  58   4  38  40 101 111  37  48  53  48  51  36  38  40  51  38
  38   3  33  33  96 102  67  69  75  69  68  48  46  55  82  67  59   6
  54  52 151 154  44  34  55  39  37  27  28  38  36  26  29   3  33  37
 136 123  65  45  68  55  55  45  53  82  69  43  44   5  45  50 149 157
  37  27  58  62  49  33  31  37  39  28  30   3  31  43 102 101  55  45
  73  63  58  48  45  54  68  45  52   6  52  79 183 206  42  44  68  57
  68  42  32  43  47  41  37   4  44  56 128 155  32  39  62  49  53  43
  61  55  42  46  61   5  45  56 127 135  24  32  39  29  32  26  35  40
  26  31  41   2  33  32  87  95  45  48  64  53  61  48  55  85  52  63
  78   6  65  55 162 144  31  35  53  43  43  34  42  70  34  40  49   4
  43  39 119 103  48  44  66  52  50  43  54  77  45  55  67   5  56  53
 139 141  40  44  60  59  55  43  45  58  65  57  45   4  47  42 107 113
  35  37  59  39  35  35  36  40  48  50  41   3  35  31  74  73  39  36
  55  47  42  49  36  48  50  39  49   4  47  47 130 134  54  55  72  58
