"[  1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1  15  15
  22  23  23  53  62  63  72  57  24   6  16  17  20  20  17  18  25  27
  27  74  77  76  83  74  29   7  19  20  23  22  24  26  37  39  39 100
 125 119 112 106  42  10  28  29  37  32  17  18  24  27  27  77  70  69
  66  91  32   7  19  20  24  23  18  20  27  30  30 108  69  67  67  80
  38   8  23  22  30  26   1   2   2   3   2   6   4   4   5   6   2   1
   2   2   2   2   2   3   4   4   3   4   4   6   5   6   3   1   7   7
  10   9   7   9  10  12  12  10   8   9   9  11   7   2  11  16  19  20
   6  10  10  11  10  10  10  11  11  12   6   1   7   9  12  12   3   6
   5   6   6   5   4   5   5   6   4   1   5   8  10   9   7  10  14  11
  15  13  13  16  20  21  12   2   9  14  15  17   4   6   8   7   8   9
  11  10  11  12   8   2   8  17  14  14   7   8  13  10  13  13  14  15
  17  21  13   2   9  12  12  13   7   8  19  14  20  11  10  11  12  16
  12   2   8  12  12  12  11  16  18  20  26  16  15  15  18  22  16   3
  14  17  18  17   7   6  10   9  11   7   9   8   8   9   6   1   8  10
  14  11  13   9  17  17  16  14  16  15  16  19  13   2  11  13  15  14
   9   6  14  14  16  11  11  10  11  13   8   2   9  12  13  12  13   9
  16  15  17  17  17  16  17  22  16   3  12  18  21  20  11   8  14  15
  19  14  14  12  13  17  11   2   9  13  17  16   8  18  14  21  19  16
  17  17  16  20  14   3  13  15  16  17   4   8   6   9   8   7   9   9
   8  10   7   1   6   7   9  10   8  16  12  18  17  16  16  17  15  20
  15   3  15  13  20  18   6  10  11  16  14  14  14  16  14  19  13   2
  13  14  18  17   6  11  12  15  14  13  14  15  13  18  14   2  12  13
  16  16   7  11  15  14  12  13  12  12  14  18  13   2  13  13  14  14
  10  11  17  11  11  10  10  10  11  14   9   2   9  10  11  10   6   8
  11  10  10  11   9   9  10  13   9   2   9  11  16  14  10  11  17  13
  13  14  14  13  14  17  12   2  11  13  18  16   5   7  10   8   8   9
   8   8   9  11   8   1   8   9  16  13   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1]"
"[  1   1   1   1   1   1   1   4   1   1   1   1   1   1   1   1  14  15
  23  24  23  52  63  64  73  58  24   6  17  17  21  20  16  18  25  27
  27  75  76  77  83  73  29   7  16  20  24  23  25  27  38  39  40 100
 125 120 112 106  43  11  28  30  35  34  16  18  25  27  26  77  71  68
  66  91  32   7  19  21  26  24  18  20  28  29  32 108  69  67  67  79
  38   7  22  23  29  26   1   2   2   2   3   4   4   4   5   6   3   1
   2   2   4   2   2   3   4   4   4   5   5   5   5   7   4   1   5   7
  10   9   7   9  10  12  13  10   9   8   9  12   7   2  11  17  19  20
   6  10   8  11  10   9  10  11  11  12   6   1   8   9  12  12   3   6
   5   6   6   5   5   5   5   6   4   1   5   8  10   9   7  10  14  11
  15  14  15  15  20  21  12   2  11  14  15  17   4   6   7   7   8   8
   9   9  11  12   9   2   9  17  15  14   6   8  11  10  13  14  16  15
  17  21  13   2  10  13  14  15   7   9  19  13  20  11  11  11  12  16
  12   2   8  11  11  12  11  16  18  20  26  15  15  15  19  22  16   3
  14  17  18  17   7   5  11  10  11   8   8   7   7   9   6   1   8  11
  13  10  13  10  17  17  16  15  16  16  15  19  13   2  12  13  15  14
   9   6  13  14  16  12  11  10  11  13   8   2   9  12  15  12  13   9
  16  15  18  17  17  16  17  22  16   3  12  18  21  19  11   8  14  15
  19  14  14  13  13  17  11   2   9  14  17  16   9  16  15  21  19  16
  17  18  16  20  15   3  13  15  16  17   3   8   6   9   8   8   8   8
   7  10   7   1   6   7   9  10   7  15  12  18  17  16  15  17  17  20
